id	ctrl-1_fpkm	ctrl-2_fpkm	ctrl-3_fpkm	primed-1_fpkm	primed-2_fpkm	primed-3_fpkm	Symbol
ENSG00000152527	0.71	0.5	0.37	0.47	0.34	0.28	PLEKHH2
ENSG00000152556	40.78	43.18	41.69	34.42	26.46	29.81	PFKM
ENSG00000152558	84.03	89.96	86.8	70.52	74.51	76.58	TMEM123
ENSG00000152578	0.04	0	0.01	0	0.05	0.01	GRIA4
ENSG00000152580	1.26	1.59	1.4	0.09	0.06	0.07	IGSF10
ENSG00000152582	0.54	0.51	0.39	0.49	0.4	0.54	SPEF2
ENSG00000152583	0	0	0	0.09	0	0.13	SPARCL1
ENSG00000152591	0	0	0	0	0	0	DSPP
ENSG00000152592	0	0	0	0	0	0	DMP1
ENSG00000152595	0	0	0	0	0	0	MEPE
ENSG00000152601	61.79	58.94	59.7	30.52	32	30.02	MBNL1
ENSG00000152611	0.06	0	0	0	0	0.06	CAPSL
ENSG00000152620	8.43	6.89	6.97	9.22	9.5	8.76	NADK2
ENSG00000152642	3.5	3.12	3.02	1.87	1.72	1.5	GPD1L
ENSG00000152661	157.99	143.85	141.07	179.81	178.24	186.17	GJA1
ENSG00000152669	0.04	0	0.12	0	0.04	0	CCNO
ENSG00000152670	0	0	0	0	0	0.03	DDX4
ENSG00000152672	0	0	0	0	0	0	CLEC4F
ENSG00000152683	15.47	15.15	15.04	16.52	17.9	18.64	SLC30A6
ENSG00000152684	9.95	10.15	9.73	12.12	10.86	10.84	PELO
ENSG00000152689	0.25	0.67	0.24	0.67	0.42	1.6	RASGRP3
ENSG00000152700	34.14	33.32	28.9	34.68	36.65	41.12	SAR1B
ENSG00000152705	0.09	0.08	0.12	0	0.09	0	CATSPER3
ENSG00000152749	5.32	4.74	4.89	7.2	7.06	6.8	GPR180
ENSG00000152760	0.35	0.33	0.73	0.18	0.03	0.05	TCTEX1D1
ENSG00000152763	1.12	1.06	1.58	0.86	1.24	1.37	DNAI4
ENSG00000152766	0.05	0.01	0	1.28	1.08	1.22	ANKRD22
ENSG00000152767	26.53	27.2	28	14.57	13.47	15.52	FARP1
ENSG00000152778	5.06	3.98	4.59	34.74	33.37	37.21	IFIT5
ENSG00000152779	0.17	0.01	0.03	0.06	0.09	0.12	SLC16A12
ENSG00000152782	2.5	2.01	2.02	0.92	0.93	0.79	PANK1
ENSG00000152784	9.26	8.99	9.77	17.48	18.22	15.93	PRDM8
ENSG00000152785	0.03	0.02	0	0	0	0	BMP3
ENSG00000152795	173.92	169.91	175.03	152.2	142.95	148.97	HNRNPDL
ENSG00000152804	1.55	1.58	1.41	2.37	1.37	1.68	HHEX
ENSG00000152818	26.4	26.42	25.9	11.55	11.59	14.79	UTRN
ENSG00000152822	0	0.01	0.01	0.01	0.02	0.01	GRM1
ENSG00000152894	40.73	39.49	38.08	48.87	47.05	47.13	PTPRK
ENSG00000152904	18.91	16.68	14.17	14.44	15.39	19.01	GGPS1
ENSG00000152910	0	0	0	0	0	0	CNTNAP4
ENSG00000152926	1.72	1.26	1.53	1.19	1.02	0.82	ZNF117
ENSG00000152932	0.01	0	0	0	0	0	RAB3C
ENSG00000152936	1.67	1.41	1.58	0.56	1.08	0.6	LMNTD1
ENSG00000152939	0.15	0.03	0.11	0.04	0.04	0.06	MARVELD2
ENSG00000152942	12.36	10.35	11.6	11.84	12.46	12.92	RAD17
ENSG00000152944	12.66	13.51	12.61	14.38	15.04	12.65	MED21
ENSG00000152952	423.3	389.13	380.11	637.07	636.83	636.84	PLOD2
ENSG00000152953	1	0.87	0.98	0.44	0.59	0.67	STK32B
ENSG00000152954	0	0	0	0	0	0	NRSN1
ENSG00000152969	0.05	0	0	0.08	0	0	JAKMIP1
ENSG00000152977	0	0.01	0.01	0	0.02	0	ZIC1
ENSG00000152990	22.68	22.35	21.6	10.81	9.82	9.92	ADGRA3
ENSG00000153002	0	0	0	0.04	0	0	CPB1
ENSG00000153006	5.19	4.25	3.85	3.49	4.03	3.75	SREK1IP1
ENSG00000153012	0	0	0	0	0	0	LGI2
ENSG00000153015	18.76	15.99	16.88	15.46	16.51	15.41	CWC27
ENSG00000153029	5.28	5.81	5.5	10.97	9.48	11.01	MR1
ENSG00000153037	45.24	43.52	50.33	52.92	48.63	58.8	SRP19
ENSG00000153044	18.81	14.19	14.84	13.46	11.5	16.27	CENPH
ENSG00000153046	11.53	11.06	10.76	8.88	8.33	9.14	CDYL
ENSG00000153048	39.54	39.23	43.06	47.04	53.25	55.43	CARHSP1
ENSG00000153060	0	0	0	0	0	0	TEKT5
ENSG00000153064	0.49	0.39	0.45	0.11	0.17	0.22	BANK1
ENSG00000153066	17.88	19.03	18.5	16.4	18.73	17.28	TXNDC11
ENSG00000153071	29.13	31.58	30.32	28.32	27.87	24.04	DAB2
ENSG00000153086	0	0	0	0	0	0	ACMSD
ENSG00000153093	0.02	0.01	0.03	0.02	0	0	ACOXL
ENSG00000153094	1.39	1.21	1.41	0.76	1.43	0.88	BCL2L11
ENSG00000153107	18.86	21.73	17.81	13.84	14.13	14.61	ANAPC1
ENSG00000153113	149.8	146.28	148.71	90.14	93.1	95.59	CAST
ENSG00000153130	51.03	37.56	40.57	48.71	52.47	48.21	SCOC
ENSG00000153132	3.89	3.46	3.02	1.95	2.28	1.88	CLGN
ENSG00000153140	20.32	17.59	17.3	20.38	18.16	20.74	CETN3
ENSG00000153147	25.01	23.35	23.75	30.94	29.35	31.83	SMARCA5
ENSG00000153157	0.27	0.07	0.02	0	0	0	SYCP2L
ENSG00000153162	4.56	4.14	4.38	2.77	2.68	2.71	BMP6
ENSG00000153165	0.21	0.12	0.2	0.23	0.18	0.21	RGPD3
ENSG00000153179	7.53	7.1	9.18	11.67	12.73	9.59	RASSF3
ENSG00000153187	233.56	231.91	234.12	196.24	189.34	196.42	HNRNPU
ENSG00000153201	20.33	19.29	19.16	16.96	15.35	15.4	RANBP2
ENSG00000153207	15.77	15.8	15.69	14.93	13.88	13.08	AHCTF1
ENSG00000153208	0.16	0.02	0.02	0.11	0.34	0.1	MERTK
ENSG00000153214	24.6	20.67	21	28.5	26.77	27.05	TMEM87B
ENSG00000153230	0	0	0	0	0	0	OR14K1
ENSG00000153233	0.07	0.08	0.07	0.07	0.03	0.07	PTPRR
ENSG00000153234	0.14	0.24	0.3	0.22	0.2	0.17	NR4A2
ENSG00000153237	0.08	0.04	0.05	0.21	0.12	0.15	CCDC148
ENSG00000153246	0.69	0.56	0.7	0.72	0.53	0.73	PLA2R1
ENSG00000153250	23.18	22.9	25.02	34.83	36.38	36.88	RBMS1
ENSG00000153253	0.13	0.22	0.04	0	0.05	0	SCN3A
ENSG00000153266	0	0	0	0	0	0	FEZF2
ENSG00000153283	0.01	0	0.04	0.03	0	0.04	CD96
ENSG00000153291	0.62	0.31	0.52	0.09	0.47	0.17	SLC25A27
ENSG00000153292	0.32	0.1	0	0	0	0	ADGRF1
ENSG00000153294	2.19	2.13	2.48	1.37	1.21	1.16	ADGRF4
ENSG00000153303	0	0	0	0.01	0	0	FRMD1
ENSG00000153310	27.9	23.8	25.94	23.75	26.44	22.25	CYRIB
ENSG00000153317	36.45	33.69	33.59	27.02	29.64	26.63	ASAP1
ENSG00000153339	12.35	11.05	12.38	10.68	10.92	9.13	TRAPPC8
ENSG00000153347	0.11	0	0	0	0	0	FAM81B
ENSG00000153391	9.25	12.37	9.24	6.49	9.28	8.17	INO80C
ENSG00000153395	20.97	20.57	21.07	17.33	17.45	16.54	LPCAT1
ENSG00000153404	2.31	1.68	1.63	0.79	0.57	0.73	PLEKHG4B
ENSG00000153406	13.59	14.38	14.93	15.69	14.59	14.08	NMRAL1
ENSG00000153443	6.74	6.97	6.09	6.2	9.51	6.79	UBALD1
ENSG00000153446	0	0.08	0.04	0	0	0	C16orf89
ENSG00000153485	4.48	7.04	6.77	6.81	6.61	5.65	TMEM251
ENSG00000153487	6.67	6.55	8.03	8.61	9.73	9.48	ING1
ENSG00000153495	0.08	0.14	0.39	3.08	3.49	4.25	TEX29
ENSG00000153498	0	0	0	0	0	0	SPACA7
ENSG00000153531	0.54	0.4	0.65	0.22	0.21	0.38	ADPRHL1
ENSG00000153551	7.51	7.85	8.07	4.09	5.95	5.85	CMTM7
ENSG00000153558	2.95	4.14	4.59	1.43	2.48	1.65	FBXL2
ENSG00000153560	35.69	37.74	36.87	31.39	29.05	30.78	UBP1
ENSG00000153561	3.94	3.47	3.43	2.12	2.28	2	RMND5A
ENSG00000153563	0	0	0	0	0	0	CD8A
ENSG00000153574	4.98	6.23	5.23	5.36	5.24	5.81	RPIA
ENSG00000153684	0	0	0	0	0	0	GOLGA8F
ENSG00000153707	1.09	1.11	1.79	0.97	1.27	0.97	PTPRD
ENSG00000153714	7.29	7.57	6.54	3.6	2.75	4.03	LURAP1L
ENSG00000153721	3.94	4.64	4.9	1.13	1.29	0.73	CNKSR3
ENSG00000153767	7.47	8.21	8.1	8.2	7.4	8.69	GTF2E1
ENSG00000153774	23.5	24.81	24.03	17.82	19.75	19.9	CFDP1
ENSG00000153779	0	0	0	0	0	0	TGIF2LX
ENSG00000153786	32.71	33.52	35.28	21.39	20.5	20.07	ZDHHC7
ENSG00000153789	0	0	0	0	0	0	CIBAR2
ENSG00000153790	1.96	1.67	1.94	0.89	1.34	1.16	C7orf31
ENSG00000153802	0	0	0	0	0	0	TMPRSS11D
ENSG00000153814	7.34	7.7	7.41	5.38	6.56	5.86	JAZF1
ENSG00000153815	7.65	8.58	8.07	3.98	3.8	3.17	CMIP
ENSG00000153820	0	0	0	0	0	0.01	SPHKAP
ENSG00000153822	0.3	0	0	0	0.03	0.01	KCNJ16
ENSG00000153823	16.7	16.23	15.85	52.91	51.69	53.33	PID1
ENSG00000153827	70.91	70.82	68.41	68.52	68.62	63.23	TRIP12
ENSG00000153832	1.5	1.12	1.42	0.89	1.26	1.02	FBXO36
ENSG00000153879	8.42	7.9	8.54	10.33	9.84	10.71	CEBPG
ENSG00000153885	11.95	10.58	13.3	11.75	12.63	11.72	KCTD15
ENSG00000153896	2.85	2.58	2.24	1.75	1.59	1.89	ZNF599
ENSG00000153898	0.42	0.39	0.61	0.43	0.39	0.3	MCOLN2
ENSG00000153902	0.06	0	0	0.02	0.22	0.04	LGI4
ENSG00000153904	26.6	22.74	22.82	25.76	25.58	24.64	DDAH1
ENSG00000153914	23.88	24.68	23.96	20.25	19.16	18.2	SREK1
ENSG00000153922	15.61	14.17	15.04	15.26	15.56	14	CHD1
ENSG00000153930	0	0	0	0	0	0	ANKFN1
ENSG00000153933	1.84	1.48	1.65	2.05	2.5	2.57	DGKE
ENSG00000153936	14.88	13.87	13.53	16.1	14.17	13.73	HS2ST1
ENSG00000153944	13.33	12.47	11.36	4.08	4.73	4.76	MSI2
ENSG00000153956	28.92	21.28	21.32	23.54	25.78	22.75	CACNA2D1
ENSG00000153975	7.11	6.52	6.66	8.35	6.78	7.9	ZUP1
ENSG00000153976	1.1	0.84	1.13	3.57	3.83	4.31	HS3ST3A1
ENSG00000153982	0.49	0.53	0.79	0.79	0.68	1.01	GDPD1
ENSG00000153989	30.98	25.57	25.62	31.98	34.26	32.01	NUS1
ENSG00000153993	7.25	6.45	6.41	4.36	4.94	4.43	SEMA3D
ENSG00000154001	28.87	27.3	27.15	29.72	32.22	29.26	PPP2R5E
ENSG00000154007	0	0	0	0	0	0	ASB17
ENSG00000154016	0.13	0	0.21	0.03	0	0	GRAP
ENSG00000154025	0.02	0	0	0	0	0.03	SLC5A10
ENSG00000154027	8.49	7.97	7.67	2.27	2.07	4.23	AK5
ENSG00000154040	2.26	3.16	2.22	1.62	1.67	2.22	CABYR
ENSG00000154059	13.66	17.35	14.35	13.88	13.88	15.37	IMPACT
ENSG00000154065	0.42	0.14	0.24	0.02	0	0.1	ANKRD29
ENSG00000154079	3.28	2.84	2.38	3.07	1.36	2.66	SDHAF4
ENSG00000154080	0.09	0.05	0	0	0.03	0	CHST9
ENSG00000154096	629.33	702.99	686.83	265.92	296.08	268.18	THY1
ENSG00000154099	0	0.05	0	0.05	0	0	DNAAF1
ENSG00000154102	6.49	5.53	6.35	7.38	8.13	6.07	C16orf74
ENSG00000154114	8.27	7.42	6.62	8.01	7.08	8.32	TBCEL
ENSG00000154118	0.03	0	0.05	0.05	0	0.04	JPH3
ENSG00000154122	10.59	11.14	11.48	4.07	5.26	4.92	ANKH
ENSG00000154124	6.18	9.04	9.26	7.93	9.49	8.93	OTULIN
ENSG00000154127	9.96	9.95	10.16	3.77	4.09	3.59	UBASH3B
ENSG00000154133	0.1	0.11	0.12	0.15	0.15	0.13	ROBO4
ENSG00000154134	0.91	0.74	1.02	1.46	1.48	1.11	ROBO3
ENSG00000154143	0	0	0	0	0	0	PANX3
ENSG00000154144	8.7	10.22	10.39	8.31	8.29	9.74	TBRG1
ENSG00000154146	2.27	2.98	2.49	1.11	1.36	1.02	NRGN
ENSG00000154153	0.1	0.25	0.25	0.32	0.09	0.25	RETREG1
ENSG00000154162	0.02	0.07	0	0.04	0	0.02	CDH12
ENSG00000154165	0	0	0	0	0	0	GPR15
ENSG00000154174	30.12	28.21	27.94	27.72	28.87	29.2	TOMM70
ENSG00000154175	10.02	6.44	8.54	50.74	65.02	56.73	ABI3BP
ENSG00000154188	15.14	14.85	14.52	13.22	13.47	13.98	ANGPT1
ENSG00000154217	3.46	3.17	3.49	2.08	1.71	1.52	PITPNC1
ENSG00000154222	7.53	7.32	7.67	9.16	9.29	8.43	CC2D1B
ENSG00000154227	0	0	0	0	0	0	CERS3
ENSG00000154229	26.02	25.82	27.78	6.8	6.21	7.19	PRKCA
ENSG00000154237	2.56	2.8	3.45	2.92	2.92	2.34	LRRK1
ENSG00000154240	3.88	2.82	3.4	3.41	3.23	3.45	CEP112
ENSG00000154252	0	0	0.04	0	0	0	GAL3ST2
ENSG00000154258	2.51	2.23	2.06	0.15	0.17	0.14	ABCA9
ENSG00000154262	1.46	1.51	1.01	0.23	0.26	0.21	ABCA6
ENSG00000154263	0.17	0.22	0.12	0.04	0.45	0.12	ABCA10
ENSG00000154265	3.51	3.15	3.67	4.67	4.81	5.22	ABCA5
ENSG00000154269	0.04	0.02	0	0	0.02	0	ENPP3
ENSG00000154274	0.06	0	0.06	0	0	0	C4orf19
ENSG00000154277	479.65	520.44	509.71	476.01	468.06	447.05	UCHL1
ENSG00000154305	18.67	17.7	18.62	14.64	13.95	14.21	MIA3
ENSG00000154309	3.68	4.12	3.86	1	1.32	1.05	DISP1
ENSG00000154310	6.4	6.25	5.89	3.83	2.82	2.61	TNIK
ENSG00000154319	4.81	4.1	4.9	2.81	2.37	2.59	FAM167A
ENSG00000154328	4.83	5.17	4.51	2.89	3.32	3.39	NEIL2
ENSG00000154330	0.07	0	0	0.1	0	0	PGM5
ENSG00000154342	0.04	0	0	0	0	0	WNT3A
ENSG00000154358	0.9	1.24	1.15	0.33	0.26	0.31	OBSCN
ENSG00000154359	5.89	6.53	6.82	7.66	9.33	7.65	LONRF1
ENSG00000154370	6.35	7.37	7.09	5.91	9.13	6.72	TRIM11
ENSG00000154380	78.71	72.18	78.33	45.06	47.7	45.78	ENAH
ENSG00000154415	0	0	0	0	0	0	PPP1R3A
ENSG00000154429	5.11	3.85	4.4	5.77	6.46	5.73	CCSAP
ENSG00000154438	0	0	0	0	0	0	ASZ1
ENSG00000154447	18.15	16.37	17.24	8.61	8.96	8.7	SH3RF1
ENSG00000154451	0.16	1.93	1.61	490.75	459.16	494.04	GBP5
ENSG00000154473	106.43	113.1	108.49	125.95	117.03	129.83	BUB3
ENSG00000154478	0	0	0.01	0	0	0	GPR26
ENSG00000154479	0.03	0.17	0	0.03	0.05	0.17	CCDC173
ENSG00000154485	0.12	0.27	0.14	0	0.15	0.14	MMP21
ENSG00000154493	0.27	0.23	0.25	0.17	0.29	0.21	C10orf90
ENSG00000154511	10.19	9.09	9.5	6.15	5.2	6.34	DIPK1A
ENSG00000154518	86.56	101.23	99.84	90.71	79.14	101.62	ATP5MC3
ENSG00000154529	5.15	5.96	5.39	0.71	1.33	1.56	CNTNAP3B
ENSG00000154545	0	0	0	0	2.81	0	MAGED4
ENSG00000154548	0.07	0	0.03	0.03	0	0	SRSF12
ENSG00000154553	5.03	7.28	6.59	4.33	4.42	3.48	PDLIM3
ENSG00000154556	1.15	1.75	1.39	0.46	0.84	0.88	SORBS2
ENSG00000154582	62.83	56.93	59.59	70.06	75.47	85.44	ELOC
ENSG00000154589	5.31	4.43	4.26	6.39	8.89	8.52	LY96
ENSG00000154611	0	0	0	0	0	0	PSMA8
ENSG00000154620	0	0	0	0	0	0	TMSB4Y
ENSG00000154639	0.88	0.48	0.58	0.04	0.06	0.04	CXADR
ENSG00000154640	30.84	27.91	28.49	80.77	72.03	75.93	BTG3
ENSG00000154642	3.29	3.49	2.87	7.06	6.39	5.17	C21orf91
ENSG00000154645	0	0	0	0	0	0	CHODL
ENSG00000154646	0	0	0	0	0	0	TMPRSS15
ENSG00000154654	6.86	7.28	7.71	3.14	2.43	3.01	NCAM2
ENSG00000154655	0.07	0	0	0.08	0.11	0.2	L3MBTL4
ENSG00000154678	0.17	0	0.01	0	0.01	0.05	PDE1C
ENSG00000154710	16.54	17.88	20.31	20.03	17.62	20.26	RABGEF1
ENSG00000154719	24.06	22.82	22.19	26.23	28.17	29.05	MRPL39
ENSG00000154721	0.38	0.13	0.21	0.64	0.46	0.5	JAM2
ENSG00000154723	95.17	93.27	96.52	86.93	97.35	102.77	ATP5PF
ENSG00000154727	10.88	9.73	10.05	10.11	10.27	10.75	GABPA
ENSG00000154734	125.34	130.33	126.19	17.37	14.12	15.29	ADAMTS1
ENSG00000154736	0.53	0.29	0.25	0.11	0.07	0.21	ADAMTS5
ENSG00000154743	5.44	6.6	5.08	3.46	3.44	3.1	TSEN2
ENSG00000154760	0.76	0.14	0.13	0.24	0.28	0.2	SLFN13
ENSG00000154764	0	0	0	0	0	0	WNT7A
ENSG00000154767	12.05	11.86	11.6	9.95	8.37	8.85	XPC
ENSG00000154781	4.79	4.99	5.56	5.43	5.59	4.82	CCDC174
ENSG00000154783	0.09	0.01	0	0	0	0	FGD5
ENSG00000154803	3.32	3.19	3.84	4.37	3.74	4.05	FLCN
ENSG00000154813	17.67	16.55	15.96	17	17.14	17.68	DPH3
ENSG00000154814	5.26	5.06	5.62	5.08	5.99	5.29	OXNAD1
ENSG00000154822	1.2	1.18	1.25	2.56	2.93	3.1	PLCL2
ENSG00000154832	9.78	13.2	11.03	9.98	9.62	9.09	CXXC1
ENSG00000154839	17.94	16.7	18.08	16.92	20.88	18.48	SKA1
ENSG00000154845	36.15	39.73	39.48	30.95	32.62	32.82	PPP4R1
ENSG00000154856	0.11	0	0	0	0	0	APCDD1
ENSG00000154864	0.52	1.09	0.49	0.11	0.09	0.23	PIEZO2
ENSG00000154889	10.68	14.8	9.58	9.48	9.87	12.55	MPPE1
ENSG00000154914	0.09	0.06	0.02	0.07	0.13	0.08	USP43
ENSG00000154917	0.31	0.09	0.18	0.09	0.1	0.34	RAB6B
ENSG00000154920	4.56	5.9	4.97	4.34	4.59	5.33	EME1
ENSG00000154928	0.09	0.16	0.7	0.28	0.35	0.25	EPHB1
ENSG00000154930	0.48	0.67	0.44	1	1.15	1.34	ACSS1
ENSG00000154945	15.16	14.59	14.3	12.97	13.42	12.64	ANKRD40
ENSG00000154957	2.45	2.18	1.9	1.28	1.46	1.51	ZNF18
ENSG00000154975	0	0	0	0	0	0	CA10
ENSG00000154978	43.42	45.84	46.29	33.6	30.02	34.35	VOPP1
ENSG00000154997	0	0.03	0	0.02	0.02	0	SEPTIN14
ENSG00000155008	4.76	4.33	4.09	3.37	3.25	3.41	APOOL
ENSG00000155011	7.99	6.87	6.99	1.96	2.49	1.9	DKK2
ENSG00000155016	4.57	3.96	3.74	4.02	3.59	3.72	CYP2U1
ENSG00000155026	0	0	0.02	0	0.01	0.04	RSPH10B
ENSG00000155034	3.23	3.89	3.58	2.82	2.95	2.57	FBXL18
ENSG00000155052	0	0	0	0	0	0	CNTNAP5
ENSG00000155066	0.03	0.02	0.07	0	0	0.04	PROM2
ENSG00000155085	1.55	1.19	1.3	1.23	1.21	1.92	AK9
ENSG00000155087	0	0	0	0	0	0	ODF1
ENSG00000155090	24.9	21.21	22.88	30.38	31.84	27.71	KLF10
ENSG00000155093	0.01	0.03	0.01	0.01	0.04	0.02	PTPRN2
ENSG00000155096	56.88	55.11	57.25	47.81	43.63	44.92	AZIN1
ENSG00000155097	24.21	22.75	23.47	28.54	27.2	27.82	ATP6V1C1
ENSG00000155099	18.11	16.95	16.85	12.18	11.91	11.9	PIP4P2
ENSG00000155100	13.32	10.97	12.73	10.92	10.75	10.4	OTUD6B
ENSG00000155111	5.85	7.44	7.38	5.11	5.58	4.65	CDK19
ENSG00000155115	55.24	61.28	61.69	55.03	47.9	54.9	GTF3C6
ENSG00000155158	5.85	4.6	5.01	6.75	6.45	6.86	TTC39B
ENSG00000155189	15.57	16.94	15.4	14.53	14.52	12.68	AGPAT5
ENSG00000155229	21.33	23.55	25.2	17.52	17.64	18.32	MMS19
ENSG00000155249	0	0	0	0	0	0	OR4K1
ENSG00000155252	12.64	12.94	12.88	20.52	20.35	19.85	PI4K2A
ENSG00000155254	42.85	46.31	46.3	23.21	23.75	21.84	MARVELD1
ENSG00000155256	6.5	6.6	5.89	7.69	7.76	8.59	ZFYVE27
ENSG00000155265	0.01	0	0	0	0	0	GOLGA7B
ENSG00000155269	0	0	0	0	0	0	GPR78
ENSG00000155275	2.63	3.05	3.32	2.51	2.63	1.8	TRMT44
ENSG00000155287	6.9	8.18	6.78	28.69	25.75	26.39	SLC25A28
ENSG00000155304	54.62	43.34	44.34	74.77	76.18	76.76	HSPA13
ENSG00000155307	0	0.02	0	0.22	0.04	0.15	SAMSN1
ENSG00000155313	9.62	9.5	8.61	14.03	13.56	13.35	USP25
ENSG00000155324	7.48	8.49	6.75	22.66	22.79	20.78	GRAMD2B
ENSG00000155329	8.29	7.12	7.93	16.74	9.83	14.07	ZCCHC10
ENSG00000155330	3.45	3.03	2.32	3.83	3.94	2.95	C16orf87
ENSG00000155363	13.77	15.55	14.63	26.7	26.11	26.76	MOV10
ENSG00000155366	205.72	238.78	232.71	195.36	205.24	204.6	RHOC
ENSG00000155367	0.16	0.35	0.32	0.22	0.09	0.25	PPM1J
ENSG00000155368	114.35	122.11	129.96	140.05	128.24	145.65	DBI
ENSG00000155380	38.87	35.56	37.29	48.12	53.32	50.65	SLC16A1
ENSG00000155393	7.27	6.66	6.71	6.27	6.37	6.95	HEATR3
ENSG00000155428	0	0.08	0	0	0	0	TRIM74
ENSG00000155438	37.66	35.59	36.18	46.65	41.54	46.27	NIFK
ENSG00000155463	46.23	51.63	50.27	42.54	43.5	40.08	OXA1L
ENSG00000155465	1.93	2.02	1.58	3.45	4.11	3.55	SLC7A7
ENSG00000155495	0	0	0	0	0	0	MAGEC1
ENSG00000155506	53.15	53.2	58.37	41	41.88	38.04	LARP1
ENSG00000155508	27.01	28.94	25.47	30.32	32.28	33.56	CNOT8
ENSG00000155511	0	0.04	0.11	0.02	0.02	0.04	GRIA1
ENSG00000155530	0.07	0.02	0.02	0.02	0.02	0.03	LRGUK
ENSG00000155542	3.32	2.68	3.76	3.22	3.69	3.15	SETD9
ENSG00000155545	6.65	8.3	6.07	7.42	7.36	6.98	MIER3
ENSG00000155561	26.37	25.99	26.76	23.96	21.66	21.93	NUP205
ENSG00000155592	1.99	2.46	1.87	1.35	1.44	1.25	ZKSCAN2
ENSG00000155621	9.99	7.08	8.19	8.22	8.25	8.61	C9orf85
ENSG00000155622	0	0	0	0	0	0	XAGE2
ENSG00000155629	0.2	0.19	0.23	1.66	1.57	1.31	PIK3AP1
ENSG00000155636	6.58	7.22	8.34	7.7	8.55	8.02	RBM45
ENSG00000155657	0.07	0.06	0.07	0.05	0.05	0.05	TTN
ENSG00000155659	0	0	0	0	0	0	VSIG4
ENSG00000155660	191.93	199.04	200.44	217.7	213.31	210.56	PDIA4
ENSG00000155666	1.12	1.34	1.28	1.43	1.02	0.7	KDM8
ENSG00000155714	0	0	0	0	0	0	PDZD9
ENSG00000155719	0	0.02	0	0.07	0.06	0	OTOA
ENSG00000155729	6.09	5.71	5.87	4.46	4.18	3.88	KCTD18
ENSG00000155744	3.08	3.27	2.21	2.84	3.72	2.55	FAM126B
ENSG00000155749	0.08	0.25	0.07	0	0.07	0.2	FLACC1
ENSG00000155754	0.1	0.24	0.04	0.08	0.07	0.07	C2CD6
ENSG00000155755	28.02	27.4	27.87	30.09	29.7	31.16	TMEM237
ENSG00000155760	10.84	10.89	9.69	3.08	2.63	3.3	FZD7
ENSG00000155761	0.03	0.01	0.02	0.05	0.01	0.02	SPAG17
ENSG00000155792	3.13	2.28	2.82	0.19	0.27	0.3	DEPTOR
ENSG00000155816	1.6	1.14	1.17	1.54	0.93	1.1	FMN2
ENSG00000155827	16.69	19.86	20.95	17.28	16.01	18.57	RNF20
ENSG00000155833	0	0	0	0	0	0	CYLC2
ENSG00000155846	0.17	0.1	0.18	0.06	0.06	0.07	PPARGC1B
ENSG00000155849	0.02	0.02	0	0	0	0	ELMO1
ENSG00000155850	6.58	6.35	6.18	3.9	3.87	3.79	SLC26A2
ENSG00000155858	2.38	2.54	2.51	1.68	1.41	1.78	LSM11
ENSG00000155868	8.97	7.42	7.11	6.81	8.42	8.8	MED7
ENSG00000155875	0.06	0.02	0.06	0.02	0.01	0.04	SAXO1
ENSG00000155876	54.94	56.9	55.08	50.62	53.74	59.08	RRAGA
ENSG00000155886	0	0	0	0	0	0	SLC24A2
ENSG00000155890	0	0	0	0	0	0	TRIM42
ENSG00000155893	2.8	3.37	3.17	1.95	1.75	2.26	PXYLP1
ENSG00000155897	0.02	0	0	0	0	0	ADCY8
ENSG00000155903	4.86	4.32	3.77	7.32	6.69	6.93	RASA2
ENSG00000155906	10	10.87	9.46	11.59	8.78	9.69	RMND1
ENSG00000155918	0	0	0	0	0	0	RAET1L
ENSG00000155926	0	0.07	0.05	0.02	0.14	0.09	SLA
ENSG00000155957	55.19	47.07	48.01	70.75	72.9	73.23	TMBIM4
ENSG00000155959	53.8	49.8	49.38	53.56	54.88	53.64	VBP1
ENSG00000155961	0.23	0.44	0.19	0.12	0.17	0.05	RAB39B
ENSG00000155962	0.05	0	0.02	0.41	0.46	0.42	CLIC2
ENSG00000155966	1.75	1.55	1.59	0.2	0.24	0.21	AFF2
ENSG00000155970	5.9	5.84	5.92	2.16	2.79	3.81	MICU3
ENSG00000155974	0.66	0.26	0.63	0.17	0.4	0.2	GRIP1
ENSG00000155975	27.2	22.92	26.46	32.54	34.99	31.27	VPS37A
ENSG00000155980	0.26	0.28	0.31	0.27	0.16	0.51	KIF5A
ENSG00000156006	0.05	0.07	0.08	0	0	0	NAT2
ENSG00000156009	0	0.03	0.09	0	0	0	MAGEA8
ENSG00000156011	23.13	22.21	23.19	14.68	13.75	13.41	PSD3
ENSG00000156017	10.58	9.79	8.22	5.88	7.42	7.45	CARNMT1
ENSG00000156026	23.5	20.81	21.5	12.38	13.09	14.03	MCU
ENSG00000156030	5.19	4.85	4.99	4.16	4.36	4.66	MIDEAS
ENSG00000156042	0.2	0.15	0	0.31	0.14	0.04	CFAP70
ENSG00000156049	0	0.06	0.07	0.07	0.16	0.13	GNA14
ENSG00000156050	1.63	2.05	2.29	1.62	1.79	1.77	FAM161B
ENSG00000156052	14.63	15.71	13.11	14.97	14.86	14.17	GNAQ
ENSG00000156076	0.14	0.05	0.03	0.03	0.09	0.03	WIF1
ENSG00000156096	0	0	0	0	0	0	UGT2B4
ENSG00000156097	0.01	0.06	0.02	0	0.01	0	GPR61
